ID;Дата и время создания;Дата последнего изменения;Код КПГЗ;Наименование КПГЗ;Вышестоящий КПГЗ;Описание;ОКПД;ОКПД-2;Код номенклатуры МЭР;Необходимость привязки к объекту городского хозяйства;Признак стандартизированной позиции;Требуется проведение государственной экспертизы;Относится к капитальному и текущему ремонту, благоустройству, устройству пешеходных зон, сносу и т.п.;Тип объекта городского хозяйства;Проект
4092603;29.03.2014 00:00:00;09.08.2016 12:37:59;01.02.02.17.03;МЕДИЦИНСКИЕ КАТЕТЕРЫ;01.02.02.17 ЗОНДИРУЮЩИЕ, БУЖИРУЮЩИЕ МЕДИЦИНСКИЕ ИНСТРУМЕНТЫ;Медицинские катетеры. Данная позиция не имеет подчиненных позиций.;33.10.15.163;32.50.13.110;;;Нет;;;;Нет
3203423;29.03.2014 00:00:00;26.03.2016 00:00:00;01.02.03.03.01;МЕДИЦИНСКИЕ КОЛПАКИ;01.02.03.03 МЕДИЦИНСКИЕ ГОЛОВНЫЕ УБОРЫ;Медицинские колпаки. Данная позиция не имеет подчиненных позиций.;18.24.42.720;14.19.42.160;36.63.000;;Нет;;;;Нет
3204256;29.03.2014 00:00:00;26.03.2016 00:00:00;01.02.05.23.05;МЕДИЦИНСКИЕ КОНДИЦИОНЕРЫ;01.02.05.23 ОБОРУДОВАНИЕ ДЛЯ ОЧИСТКИ И ОБОГАЩЕНИЯ ВОЗДУХА;Медицинские кондиционеры. Данная позиция не имеет подчиненных позиций.;29.23.14.119;28.25.14.110;29.24.240;;Нет;;;;Нет
3203409;29.03.2014 00:00:00;26.03.2016 00:00:00;01.02.03.01.01;МЕДИЦИНСКИЕ КОСТЮМЫ (КУРТКА И БРЮКИ);01.02.03.01 ОДЕЖДА МЕДИЦИНСКОГО НАЗНАЧЕНИЯ;Медицинские костюмы (куртка и брюки). Данная позиция не имеет подчиненных позиций.;18.24.12.210;14.19.12.190;18.21.512;;Нет;;;;Нет
3203424;29.03.2014 00:00:00;26.03.2016 00:00:00;01.02.03.03.03;МЕДИЦИНСКИЕ КОСЫНКИ;01.02.03.03 МЕДИЦИНСКИЕ ГОЛОВНЫЕ УБОРЫ;Медицинские косынки. Данная позиция не имеет подчиненных позиций.;18.24.42.729;14.19.42.160;21.22.220;;Нет;;;;Нет
3203436;29.03.2014 00:00:00;26.03.2016 00:00:00;01.02.04.08;МЕДИЦИНСКИЕ КРЕСЛА;01.02.04 МЕДИЦИНСКАЯ МЕБЕЛЬ;Медицинские кресла. Данная позиция не имеет подчиненных позиций.;33.10.20.116;32.50.30.110;33.10.710;;Нет;;;;Нет
3203432;29.03.2014 00:00:00;26.03.2016 00:00:00;01.02.04.04;МЕДИЦИНСКИЕ КРОВАТИ, ЛЕЖАКИ;01.02.04 МЕДИЦИНСКАЯ МЕБЕЛЬ;Медицинские кровати, лежаки. Данная позиция не имеет подчиненных позиций.;33.10.20.115;32.50.30.110;33.10.710;;Нет;;;;Нет
3203419;29.03.2014 00:00:00;26.03.2016 00:00:00;01.02.03.01.12;МЕДИЦИНСКИЕ КУРТКИ;01.02.03.01 ОДЕЖДА МЕДИЦИНСКОГО НАЗНАЧЕНИЯ;Медицинские куртки. Данная позиция не имеет подчиненных позиций.;18.21.30.210;14.12.30.120;18.21.512;;Нет;;;;Нет
3203431;29.03.2014 00:00:00;26.03.2016 00:00:00;01.02.04.03;МЕДИЦИНСКИЕ КУШЕТКИ;01.02.04 МЕДИЦИНСКАЯ МЕБЕЛЬ;Медицинские кушетки. Данная позиция не имеет подчиненных позиций.;33.10.20.115;32.50.30.110;33.10.710;;Нет;;;;Нет
3203361;29.03.2014 00:00:00;26.03.2016 00:00:00;01.02.02.07.04;МЕДИЦИНСКИЕ ЛОЖКИ;01.02.02.07 ИЗВЛЕКАЮЩИЕ МЕДИЦИНСКИЕ ИНСТРУМЕНТЫ;Медицинские ложки. Данная позиция не имеет подчиненных позиций.;33.10.15.144;32.50.13.190;33.10.360;;Нет;;;;Нет
3203353;29.03.2014 00:00:00;26.03.2016 00:00:00;01.02.02.06.02.03;МЕДИЦИНСКИЕ ЛОПАТКИ;01.02.02.06.02 ЗЕРКАЛА И ПРОЧИЕ ОТТЕСНЯЮЩИЕ МЕДИЦИНСКИЕ ИНСТРУМЕНТЫ;Медицинские лопатки. Данная позиция не имеет подчиненных позиций.;33.10.15.142;32.50.13.190;33.10.370;;Нет;;;;Нет
8504558;29.03.2014 00:00:00;02.02.2017 11:22:48;01.02.02.20;МЕДИЦИНСКИЕ ЛОТКИ;01.02.02 МЕДИЦИНСКИЕ ИНСТРУМЕНТЫ, ИНВЕНТАРЬ;Медицинские лотки. Данная позиция не имеет подчиненных позиций.;25.22.13.110;32.50.13.190;;;Нет;;;;Нет
3203577;29.03.2014 00:00:00;26.03.2016 00:00:00;01.02.05.01.08.38;МЕДИЦИНСКИЕ МАКСИМАЛЬНЫЕ ТЕРМОМЕТРЫ;01.02.05.01.08 СРЕДСТВА ИЗМЕРЕНИЯ ДЛЯ МАССЫ, СИЛЫ, ЭНЕРГИИ, ЛИНЕЙНЫХ И УГЛОВЫХ ВЕЛИЧИН, ТЕМПЕРАТУРЫ;Медицинские максимальные термометры. Данная позиция не имеет подчиненных позиций.;33.10.12.122;26.60.12.122;29.24.350;;Нет;;;;Нет
3203415;29.03.2014 00:00:00;26.03.2016 00:00:00;01.02.03.01.08;МЕДИЦИНСКИЕ МАСКИ;01.02.03.01 ОДЕЖДА МЕДИЦИНСКОГО НАЗНАЧЕНИЯ;Медицинские маски. Данная позиция не имеет подчиненных позиций.;24.42.24.142;14.19.32.120;24.42.990;;Нет;;;;Нет
3203406;29.02.2016 14:53:11;26.03.2016 00:00:00;01.02.02.24;МЕДИЦИНСКИЕ НАБОРЫ ИНСТРУМЕНТОВ ОБЩЕГО НАЗНАЧЕНИЯ;01.02.02 МЕДИЦИНСКИЕ ИНСТРУМЕНТЫ, ИНВЕНТАРЬ;Наборы медицинских инструментов общего назначения;33.10.15.190;32.50.13.190;26.15.540;;Нет;;Нет;;Нет
3203414;29.03.2014 00:00:00;26.03.2016 00:00:00;01.02.03.01.07;МЕДИЦИНСКИЕ НАРУКАВНИКИ;01.02.03.01 ОДЕЖДА МЕДИЦИНСКОГО НАЗНАЧЕНИЯ;Медицинские нарукавники. Данная позиция не имеет подчиненных позиций.;18.24.12.219;14.19.12.190;18.21.141;;Нет;;;;Нет
3203527;29.03.2014 00:00:00;26.03.2016 00:00:00;01.02.05.01.04.35;МЕДИЦИНСКИЕ ОФТАЛЬМОЛОГИЧЕСКИЕ ПАХИМЕТРЫ (ИЗМЕРИТЕЛИ ПАРАМЕТРОВ РОГОВИЦЫ);01.02.05.01.04 ПРИБОРЫ ДЛЯ ФУНКЦИОНАЛЬНОЙ ДИАГНОСТИКИ;Медицинские офтальмологические пахиметры (измерители параметров роговицы). Данная позиция не имеет подчиненных позиций.;33.10.15.211;32.50.13.120;33.10.360;;Нет;;;;Нет
3203416;29.03.2014 00:00:00;26.03.2016 00:00:00;01.02.03.01.09;МЕДИЦИНСКИЕ ПЕРЧАТКИ;01.02.03.01 ОДЕЖДА МЕДИЦИНСКОГО НАЗНАЧЕНИЯ;Медицинские перчатки. Данная позиция не имеет подчиненных позиций.;25.13.60.110;22.19.60.111;25.13.320;;Нет;;;;Нет
3203426;29.03.2014 00:00:00;26.03.2016 00:00:00;01.02.03.03.05;МЕДИЦИНСКИЕ ПИЛОТКИ;01.02.03.03 МЕДИЦИНСКИЕ ГОЛОВНЫЕ УБОРЫ;Медицинские пилотки. Данная позиция не имеет подчиненных позиций.;18.24.42.720;14.19.42.160;36.63.000;;Нет;;;;Нет
4251364;29.03.2014 00:00:00;08.09.2016 12:09:00;01.02.02.15.02;МЕДИЦИНСКИЕ ПИНЦЕТЫ;01.02.02.15 МЕДИЦИНСКИЕ ИНСТРУМЕНТЫ МНОГОПОВЕРХНОСТНОГО ВОЗДЕЙСТВИЯ;Медицинские пинцеты. Данная позиция не имеет подчиненных позиций.;33.10.15.152;32.50.13.190;;;Нет;;;;Нет
3204420;26.03.2016 00:00:00;26.03.2016 00:00:00;01.02.06.04.08;МЕДИЦИНСКИЕ ПЛАСТИНЫ;01.02.06.04 МАТЕРИАЛЫ РАСХОДНЫЕ МЕДИЦИНСКИЕ;Медицинские пластины. Данная позиция не имеет подчиненных позиций.;33.10.15.190;32.50.13.190;26.15.540;;Нет;;;;Нет
3203434;29.03.2014 00:00:00;26.03.2016 00:00:00;01.02.04.06;МЕДИЦИНСКИЕ ПОДСТАВКИ;01.02.04 МЕДИЦИНСКАЯ МЕБЕЛЬ;Медицинские подставки. Данная позиция не имеет подчиненных позиций.;33.10.20.121;32.50.30.110;33.10.710;;Нет;;;;Нет
3203420;29.03.2014 00:00:00;26.03.2016 00:00:00;01.02.03.01.13;МЕДИЦИНСКИЕ ПОЛУКОМБИНЕЗОНЫ;01.02.03.01 ОДЕЖДА МЕДИЦИНСКОГО НАЗНАЧЕНИЯ;Медицинские полукомбинезоны. Данная позиция не имеет подчиненных позиций.;18.24.12.219;14.19.12.190;18.21.141;;Нет;;;;Нет
3203901;29.03.2014 00:00:00;26.03.2016 00:00:00;01.02.05.03.45;МЕДИЦИНСКИЕ ПОЛЯРИМЕТРЫ;01.02.05.03 МЕДИЦИНСКИЕ АНАЛИЗАТОРЫ СОСТАВА И СВОЙСТВ БИОЛОГИЧЕСКИХ ЖИДКОСТЕЙ;Медицинские поляриметры. Данная позиция не имеет подчиненных позиций.;33.20.53.329;26.51.53.190;24.42.610;;Нет;;;;Нет
3204439;26.03.2016 00:00:00;26.03.2016 00:00:00;01.02.06.06.03;МЕДИЦИНСКИЕ ПОЯСА;01.02.06.06 ИЗДЕЛИЯ МЕДИЦИНСКИЕ ДЛЯ УХОДА ЗА БОЛЬНЫМИ;Медицинские пояса. Данная позиция не имеет подчиненных позиций.;33.10.15.190;32.50.13.190;26.15.540;;Нет;;;;Нет
14440422;29.03.2014 00:00:00;01.12.2017 11:06:44;01.02.08.01;МЕДИЦИНСКИЕ ПРОСТЫНИ, ПЕЛЕНКИ, КРОМЕ АБСОРБИРУЮЩИХ;01.02.08 МЕДИЦИНСКОЕ БЕЛЬЕ;Медицинские простыни, пеленки, кроме абсорбирующих. Данная позиция не имеет подчиненных позиций.;17.40.12.311;13.92;;;Нет;;;;Нет
3203563;29.03.2014 00:00:00;26.03.2016 00:00:00;01.02.05.01.08.24;МЕДИЦИНСКИЕ РАДИОМЕТРЫ (ИЗМЕРИТЕЛИ РАДИОАКТИВНОСТИ);01.02.05.01.08 СРЕДСТВА ИЗМЕРЕНИЯ ДЛЯ МАССЫ, СИЛЫ, ЭНЕРГИИ, ЛИНЕЙНЫХ И УГЛОВЫХ ВЕЛИЧИН, ТЕМПЕРАТУРЫ;Медицинские радиометры (измерители радиоактивности). Данная позиция не имеет подчиненных позиций.;33.10.12.122;26.60.12.122;29.24.350;;Нет;;;;Нет
3203349;29.03.2014 00:00:00;26.03.2016 00:00:00;01.02.02.06.01;МЕДИЦИНСКИЕ РАСШИРИТЕЛИ;01.02.02.06 ОТТЕСНЯЮЩИЕ МЕДИЦИНСКИЕ ИНСТРУМЕНТЫ;Медицинские расширители. Данная позиция не имеет подчиненных позиций.;33.10.15.141;32.50.13.190;33.10.991;;Нет;;;;Нет
3203356;29.03.2014 00:00:00;26.03.2016 00:00:00;01.02.02.06.02.06;МЕДИЦИНСКИЕ РЕТРАКТОРЫ;01.02.02.06.02 ЗЕРКАЛА И ПРОЧИЕ ОТТЕСНЯЮЩИЕ МЕДИЦИНСКИЕ ИНСТРУМЕНТЫ;Медицинские ретракторы. Данная позиция не имеет подчиненных позиций.;33.10.15.142;32.50.13.190;33.10.370;;Нет;;;;Нет
3203439;29.03.2014 00:00:00;26.03.2016 00:00:00;01.02.04.11;МЕДИЦИНСКИЕ СТЕЛЛАЖИ;01.02.04 МЕДИЦИНСКАЯ МЕБЕЛЬ;Медицинские стеллажи. Данная позиция не имеет подчиненных позиций.;33.10.20.129;32.50.30.110;36.11.991;;Нет;;;;Нет
3204421;26.03.2016 00:00:00;26.03.2016 00:00:00;01.02.06.04.09;МЕДИЦИНСКИЕ СТЕРЖНИ;01.02.06.04 МАТЕРИАЛЫ РАСХОДНЫЕ МЕДИЦИНСКИЕ;Медицинские стержни. Данная позиция не имеет подчиненных позиций.;33.10.15.190;32.50.13.190;26.15.540;;Нет;;;;Нет
3203429;29.03.2014 00:00:00;26.03.2016 00:00:00;01.02.04.01;МЕДИЦИНСКИЕ СТОЛЫ;01.02.04 МЕДИЦИНСКАЯ МЕБЕЛЬ;Медицинские столы. Данная позиция не имеет подчиненных позиций.;33.10.20.110;32.50.30.110;33.10.710;;Нет;;;;Нет
3203437;29.03.2014 00:00:00;26.03.2016 00:00:00;01.02.04.09;МЕДИЦИНСКИЕ СТУЛЬЯ;01.02.04 МЕДИЦИНСКАЯ МЕБЕЛЬ;Медицинские стулья. Данная позиция не имеет подчиненных позиций.;33.10.20.129;32.50.30.110;36.11.991;;Нет;;;;Нет
